,cuid,pred_revenue_30,pred_convert_30
216,13292,4.066444444,0
217,13449,428.6335644,0
218,13459,209.5102378,0
219,13465,15.17866667,0
220,533237,11.954,0
221,13559,4.303111111,0
222,533253,146.7764444,0
223,13656,7.94715,0
224,533259,105.5753333,0
225,533268,86.94777778,1
226,13874,63.02173333,0
227,13886,33.68833333,0
228,14029,69.56934111,0
229,87730,25.57722222,0
230,533298,95.712,0
231,87823,0,0
232,88048,50.8072,0
233,88082,76.53809333,0
234,533326,87.81616111,0
235,533338,36.05850667,0
236,88211,0.666555556,0
237,88254,2.555333333,1
238,88276,0,0
239,88278,34.90869444,0
240,88312,0,0
241,88340,54.43174778,0
242,88343,0.822111111,0
243,88366,37.22133333,0
244,88367,224.7910389,0
245,88389,52.18488889,0
246,88435,0,0
247,88450,19.54055556,0
248,533370,28.16018111,1
249,88484,2.422,0
250,88528,2.684486066,0
251,88544,35.59457278,0
252,533383,3.992222222,0
253,533384,662.0033852,0
254,533397,94.24022222,0
255,533403,21.41511111,0
256,533429,162.4580133,0
257,533430,120.0366544,0
258,88942,28.76977778,0
259,88969,138.4963333,1
260,89114,14.57611111,0
261,89163,32.17333333,0
262,533449,42.36844444,0
263,89267,6.835,0
264,89314,158.0801511,0
265,89462,0,0
266,89497,82.917,0
267,89502,245.1921867,0
268,89574,659.1805211,0
269,533503,38.56294,0
270,89668,22.33611111,0
271,89706,57.84677778,0
272,89760,10.29722222,0
273,89928,234.3929689,0
274,90077,355.94971,1
275,90098,38.11677778,0
276,90112,4.013333333,0
277,90188,75.14422222,0
278,90221,52.03611111,0
279,533567,227.7124333,0
280,90302,4.415111111,0
281,90341,35.00195556,0
282,164105,11.49705889,0
283,164113,11.34144444,0
284,533593,109.5624789,0
285,164259,136.2005811,1
286,533598,239.7141544,0
287,533599,142.6428889,0
288,164360,0,0
289,164364,20.88211111,0
290,533601,2.084111111,0
291,164647,0,0
292,165043,23.46000667,0
293,165389,58.56422222,0
294,165395,7.852644444,1
295,165419,145.4768178,0
296,165429,0,0
297,165445,29.37729889,0
298,165473,158.9368889,0
299,165475,242.9394333,0
300,533645,120.5850267,0
301,533646,112.4372222,0
302,533669,181.9285622,0
303,533687,0,0
304,165518,216.5486089,1
305,533695,18.91224778,0
306,19564,467.7233389,0
307,533707,31.08946556,0
308,19709,109.1263078,0
309,19738,42.61144444,0
310,19774,285.4683344,0
311,533733,401.3742478,0
312,533740,427.4604444,0
313,20010,16.37111111,0
314,533745,144.6995389,1
315,20026,33.40011111,0
316,20070,97.67094667,0
317,20077,22.14010222,0
318,20165,453.9854589,0
319,20199,166.3255556,0
320,20359,67.32888889,0
321,20394,0,0
322,20434,7.122111111,0
323,20447,4.910333333,0
324,20455,84.55972,1
325,20517,12.07655556,0
326,20554,5.168666667,0
327,20569,15.51111111,0
328,20577,21.14394,0
329,20580,93.40343222,1
330,20583,0,0
331,20592,164.0870889,0
332,20615,39.44418556,0
333,20789,28.41744444,0
334,20802,186.55516,0
335,20829,11.51055556,0
336,20883,79.33944444,0
337,20972,72.87777778,0
338,21084,77.73911111,0
339,533835,29.94967111,0
340,21143,3.258,1
341,21211,11.66611111,1
342,21245,1.967222222,0
343,21330,147.3746667,0
344,21332,41.95458394,0
345,21333,3987.659,0
346,21334,0,0
347,533872,0,1
348,21439,2.811444444,0
349,21477,9.190797778,0
350,21481,35.88333333,0
351,21560,196.5337656,0
352,21648,390.2235956,0
353,533913,60.59344111,0
354,533930,21.16144444,0
355,21907,19.48644444,0
356,21918,11.732,1
357,21948,47.28855556,0
358,21998,0,0
359,22126,80.88411111,0
360,22152,7.277222222,0
361,95884,122.5256122,0
362,95932,44.07938222,0
363,95954,113.8206667,0
364,95989,137.0698544,0
365,533967,19.12266667,1
366,533996,108.6542222,0
367,96184,0.566444444,0
368,533998,94.24231444,0
369,96233,10.67125556,0
370,96264,514.8779722,0
371,96296,15.35766667,0
372,96340,20.06677778,0
373,534015,49.98177778,1
374,534019,105.8192222,0
375,96394,705.9467108,0
376,534024,381.7144944,0
377,96432,5.799666667,0
378,96515,12.92033333,0
379,96564,0,1
380,534045,378.4452011,0
381,96675,101.9172222,0
382,96681,537.5950944,0
383,96690,344.1818978,0
384,96716,0,1
385,96745,113.1546378,0
386,96792,180.3843333,0
387,96897,4.421777778,1
388,96911,42.04244444,0
389,97017,16.62270222,0
390,534085,51.10322222,0
391,97218,43.84067333,0
392,97393,0,0
393,97408,0,0
394,97415,12.44792222,0
395,97472,58.06955778,0
396,97528,28.79333333,0
397,97603,52.31471778,0
398,97631,17.08033333,0
399,97632,32.73764,0
400,97661,40.29211111,0
401,97693,0,0
402,97740,158.4241111,1
403,97747,0,0
404,97755,149.76535,0
405,97765,21.09511111,0
406,534159,68.25990222,0
407,97844,10.00177778,0
408,97912,0,0
409,534182,13.06977778,0
410,534193,26.10988222,0
411,98175,23.392,0
412,98234,63.56544444,0
413,534214,118.1315111,0
414,98349,8.658444444,0
415,98452,40.02477778,0
416,98471,0,1
417,534231,2.977888889,1
418,98480,0,0
419,98533,29.88266667,0
420,534239,251.3310667,0
421,172227,3.747777778,0
422,172316,0,0
423,172345,4.064273333,0
424,534263,112.3278511,0
425,534267,65.69252,0
426,172446,2.366444444,0
427,172516,23.93688889,0
428,172555,0,0
429,172671,39.05966667,0
430,172809,12.532,0
431,173359,0,0
432,173450,68.44679667,0
433,173652,42.84922222,0
434,173656,10.50344444,0
435,442099,95.72822222,1
436,173666,415.6632822,0
437,173667,4.285222222,0
438,173670,18.96683889,0
439,173677,5.772333333,0
440,173703,2.188555556,0
441,173725,38.37311111,0
442,173744,24.65048,0
443,173763,75.44933333,0
444,173766,84.45722222,0
445,534323,307.1581111,0
446,534336,88.97488889,1
447,30401,43.55633333,0
448,30418,168.4793689,0
449,30470,99.34081,0
450,534383,2.599666667,0
451,30615,70.68011111,0
452,30722,30.56477778,0
453,30854,27.31377778,0
454,30950,35.50073457,0
455,31040,190.7743333,0
456,31060,55.62472556,0
457,534442,228.3868889,1
458,31112,291.8846633,0
459,534452,58.20977778,0
460,31247,315.85693,0
461,31250,403.4834933,0
462,31280,42.64244444,0
463,31317,73.09366444,0
464,534475,8.619333333,0
465,31377,26.68288889,0
466,534478,82.51844444,0
467,534481,168.6645178,0
468,31605,0,0
469,534497,14.16366667,1
470,31726,0,1
471,31794,166.0380011,0
472,31816,76.86022222,0
473,31825,63.45755556,0
474,31828,34.74824667,0
475,31858,137.9945556,0
476,31878,508.3807778,0
477,31938,0,0
478,32023,131.178,0
479,534531,19.28858111,0
480,32055,21.315,0
481,32159,24.30803556,0
482,32177,99.83677778,0
483,32186,10.61078333,0
484,32275,157.7895556,0
485,32283,3.955111111,1
486,32296,675.1079478,0
487,534547,88.79919778,0
488,32360,142.2492089,0
489,32424,17.69955556,0
490,32426,1.967222222,0
491,32430,0,0
492,534565,24.98266667,1
493,32489,120.1192033,0
494,32491,60.43988,0
495,32492,117.9705433,0
496,534571,363.3400022,0
497,32570,248.7971878,0
498,534580,293.0783911,0
499,534592,146.6333311,0
500,32680,77.89522222,0
501,534605,72.37792778,0
502,534614,42.548,0
503,534616,44.144,0
504,32888,0,0
505,32918,23.24944444,1
506,32947,0,0
507,32995,6.190871111,0
508,534629,404.9054411,0
509,33003,29.47300333,0
510,33012,3.747777778,0
511,106679,0,0
512,106689,22.68644444,0
513,106704,83.63066667,0
514,106776,19.71511111,0
515,534644,84.25550889,0
516,106802,202.1257411,0
517,106825,0,1
518,106972,9.639555556,0
519,107007,137.1593344,0
520,107008,30.29255556,0
521,107053,10.34366667,0
522,107093,26.13044444,0
523,107152,1.933222222,0
524,534679,76.92855556,0
525,107225,122.4193333,0
526,107258,124.4507778,0
527,107284,19.41311111,0
528,107359,6.85,0
529,107369,0,1
530,534708,200.2349511,0
531,534709,86.00344444,0
532,107513,383.9080944,0
533,107516,129.39565,0
534,534716,338.4467111,0
535,107604,36.29577778,0
536,107662,28.20744444,0
537,107664,213.0641111,0
538,107688,59.73011111,0
539,107739,0,0
540,107782,12.67266667,0
541,107816,203.0538889,1
542,107912,82.04077333,0
543,107963,288.3199867,0
544,108061,0,0
545,534763,40.121,0
546,534764,323.0150833,0
547,108187,63.78044444,0
548,534770,47.43587333,0
549,108310,96.78122333,0
550,108316,245.4546711,0
551,108475,968.3684811,1
552,108493,1.943888889,0
553,108548,85.21563222,0
554,108578,0,0
555,108590,0,0
556,108652,9.354333333,0
557,108719,174.3844444,0
558,108746,0,0
559,534814,22.16922222,0
560,108921,46.89966667,0
561,108945,9.736111111,0
562,108972,29.40943667,1
563,534832,69.69787,0
564,109105,125.6486667,0
565,109124,0,0
566,109128,3.888777778,0
567,109138,52.00032222,0
568,109172,83.75865556,0
569,109222,19.83414875,0
570,534852,810.3757334,0
571,109231,178.351,0
572,109252,5.955,0
573,109330,0.995888889,1
574,109369,105.5509889,0
575,183042,156.0689378,0
576,183180,48.14926111,0
577,183205,26.84457667,0
578,183256,18.26388889,0
579,183581,288.26,0
580,183617,28.46044444,0
581,534901,30.13411111,0
582,534906,52.3931,0
583,184011,126.0140844,1
584,184013,128.2664711,0
585,184313,8.617222222,0
586,184353,11.73022222,0
587,184372,0,0
588,184382,0,0
589,184392,0,0
590,184455,39.94577778,0
591,184472,2.057555556,0
592,184473,49.96155556,0
593,184482,4.131666667,0
594,534935,38.54755556,1
595,534981,358.2525256,0
596,184562,33.80812333,0
597,184615,100.0250511,0
598,184637,195.3952222,0
599,184643,477.2113333,0
600,535010,83.81366667,0
601,184736,223.7822222,0
602,184755,247.8181567,0
603,33154,31.24805,0
604,33208,119.4101111,0
605,33239,61.22277778,1
606,33253,182.827,0
607,535049,16.19911111,0
608,535050,0,0
609,535051,40.87345111,0
610,33435,48.41347,0
611,33443,152.35828,0
612,535072,197.1025556,0
613,33663,237.7395567,0
614,33728,230.0636667,0
615,33872,0.933333333,0
616,33875,36.55666667,1
617,535099,26.49333333,0
618,33950,22.75388889,0
619,34163,101.1461111,0
620,34193,12.41935889,0
621,535132,53.12522222,0
622,34265,418.3879144,0
623,34318,71.00822222,0
624,34319,393.8500656,0
625,34343,6.040333333,1
626,34463,153.1824333,0
627,535157,335.4761278,0
628,34506,0,0
629,535164,37.98107667,0
630,34528,227.2894444,0
631,535166,79.28755556,0
632,34574,29.71666667,0
633,535174,110.197,0
634,34629,250.4536667,0
635,34700,208.31667,0
636,535190,201.67657,0
637,535195,202.1257778,0
638,535197,235.8962989,1
639,34818,12.73988889,0
640,34833,122.6383333,0
641,34844,30.59975556,0
642,34949,141.66047,0
643,35146,257.3003178,0
644,35163,16.54602556,0
645,35270,73.02819889,0
646,35297,28.34333333,0
647,35331,16.295,0
648,35394,387.7655556,0
649,35414,257.3451656,1
650,35416,50.78330333,0
651,35469,18.04222222,0
652,535269,22.96577778,0
653,35535,0,0
654,35570,15.18855556,0
655,35605,1.914222222,0
656,35639,37.75308889,0
657,35658,53.25222222,0
658,535286,92.26896889,0
659,109497,45.04605,1
660,535300,327.4939822,0
661,109522,4.400777778,0
662,109536,252.8939078,0
663,109608,64.34666667,0
664,535311,96.81244444,0
665,535312,121.7689933,0
666,109651,59.91188889,0
667,109664,260.0390522,0
668,535336,1.333222222,0
669,109906,53.76366667,1
670,535343,37.13944444,0
671,109941,88.371,0
672,535348,30.37977778,0
673,110031,2.910888889,0
674,535357,42.00111111,0
675,535362,810.3757334,0
676,110128,160.9383075,0
677,110137,1.955333333,0
678,535370,18.39866667,0
679,535376,198.6505722,1
680,110247,4.830666667,0
681,110319,33.05322222,0
682,535399,35.72952222,0
683,110344,35.14394,0
684,110375,0,0
685,535405,38.13841111,0
686,535409,135.6056667,0
687,110418,194.1017778,0
688,535411,347.4004756,0
689,535413,112.6218467,0
690,110501,0.657937778,0
691,535422,31.87288889,1
692,110530,31.39127333,0
693,110552,20.00655556,0
694,110603,44.92507778,0
695,110611,281.0622622,0
696,110618,66.45513,0
697,535433,115.0225811,0
698,535439,85.80417444,0
699,110705,5.699666667,0
700,535451,74.72177778,0
701,110804,357.7785144,0
702,110862,35.39944444,0
703,110875,10.261,0
704,110915,68.29677556,0
705,110932,20.95644444,0
706,110935,12.73788889,0
707,110966,0,0
708,110993,11.232,1
709,535484,9.571555556,0
710,535497,9.752777778,0
711,111370,81.93688889,0
712,535512,175.5266667,0
713,535515,347.0016411,0
714,111439,27.19888889,0
715,111447,8.848884444,0
716,111472,50.23833333,0
717,111493,0,0
718,111581,76.52322222,0
719,111773,56.134,0
720,111845,0,0
721,111863,5.137666667,0
722,111907,13.29933333,0
723,535548,31.10433333,0
724,111936,173.16047,0
725,112033,41.81591778,0
726,112053,215.1796511,0
727,112055,489.8977333,0
728,185758,3.847333333,0
729,185782,66.42133444,0
730,535579,103.6281256,0
731,186210,25.33914444,0
732,186277,239.5405256,0
733,186314,22.75957,0
734,535597,218.5987567,0
735,186543,18.21273333,0
736,186588,0,0
737,186717,8.456777778,0
738,186745,11.86255556,0
739,187090,45.58266667,0
740,187092,70.47144444,0
741,187111,37.59277778,0
742,187129,7.421777778,0
743,187137,0,0
744,187161,36.94511111,0
745,535622,186.6802222,0
746,187180,25.813,0
747,535642,149.6942911,0
748,535664,77.15872889,0
749,535691,84.59966667,0
750,187203,534.6655244,0
751,187230,66.93888889,0
752,187234,59.27808667,0
753,535703,130.2996878,0
754,187420,232.5622489,0
755,535716,207.1918978,0
756,35802,34.64744889,0
757,35875,0,0
758,35957,26.10192222,0
759,35976,351.1809467,0
760,35984,382.0901244,0
761,535745,66.02207333,0
762,36054,9.843777778,0
763,36066,36.99666667,0
764,36087,242.4554356,0
765,36127,37.9572,0
766,535769,1484.511822,0
767,535770,106.9763711,0
768,36244,44.90533333,0
769,36250,4.266888889,0
770,36253,7.909888889,0
771,36303,15.15433333,0
772,36375,0.110888889,0
773,36391,7.758888889,0
774,535792,43.35459111,0
775,36460,24.444,0
776,36462,28.93011111,0
777,36480,5.388444444,0
778,36666,32.37377778,0
779,36718,21.55577333,0
780,36724,51.5707,0
781,535824,117.2038489,0
782,36781,282.2083311,0
783,36905,36.42755556,0
784,36937,144.3988722,0
785,37059,140.7569556,0
786,37193,19.36588889,0
787,535866,435.3283333,0
788,37246,25.85766667,0
789,535870,411.5346078,0
790,37306,1.888666667,0
791,37325,0,0
792,37328,24.46822222,0
793,37339,202.4197778,0
794,37350,13.79622222,0
795,37372,147.153,0
796,37452,223.5464489,0
797,37539,88.38705556,0
798,37620,28.40957778,0
799,535907,43.45252222,0
800,37730,11.66266667,0
801,535911,130.5739444,0
802,37775,50.86389111,0
803,37795,112.7014556,0
804,37819,7.333,0
805,37844,14.86822222,0
806,37897,46.54666667,0
807,37975,103.1585256,0
808,38036,150.6853333,0
809,535968,6.941244444,0
810,38366,0,0
811,38392,123.5934444,0
812,38423,0,0
813,112117,1.944333333,0
814,112167,53.09181556,0
815,112223,176.0115167,0
816,112297,23.15455556,0
817,535997,39.57958889,0
818,112311,47.29798444,0
819,536001,57.32096667,0
820,112363,69.00801444,0
821,112380,0,0
822,112439,95.17933333,0
823,536031,53.54345556,0
824,112614,25.78577778,0
825,112648,0,0
826,112752,0,0
827,112821,92.86175556,0
828,112846,58.46488889,0
829,536049,252.6969567,0
830,112917,325.1908922,0
831,112918,46.49284444,0
832,112953,0,0
833,113015,0,0
834,536077,92.60222222,0
835,113161,45.43622222,0
836,113206,297.33654,0
837,113217,110.6973422,0
838,113219,1.457888889,0
839,536091,23.388,0
840,113308,100.5952867,0
841,113311,45.63613,0
842,113395,0,0
843,536108,28.22244333,0
844,113461,74.33855556,0
845,536115,8.262666667,0
846,113528,2.877555556,0
847,113637,23.64711111,0
848,113671,0,0
849,536130,40.59033333,0
850,113727,124.9291111,0
851,113777,3.095435556,0
852,536141,1.822,0
853,536145,2.421777778,0
854,113822,38.00966667,0
855,113827,84.56021444,0
856,113921,132.5286667,0
857,536164,109.2196322,0
858,536171,62.35333333,0
859,114085,8.577444444,0
860,114093,185.1201111,0
861,114124,226.0156756,0
862,114174,0,0
863,114178,46.81377778,0
864,114197,9.73512,0
865,536192,230.7031656,0
866,114302,26.55116222,0
867,114395,189.1809089,0
868,536201,118.6617689,0
869,536213,94.87322222,0
870,114592,35.10811111,0
871,536218,36.03022222,0
872,114645,1364.663264,0
873,114647,231.4985556,0
874,114670,46.34388889,0
875,114782,1213.313333,0
876,536240,718.4399089,0
877,188615,34.58011111,0
878,536256,26.04266667,0
879,188721,93.28644444,0
880,188745,0,0
881,189038,2.955333333,0
882,189216,3.916555556,0
883,189756,4.722111111,0
884,189974,41.09128,0
885,190020,0,0
886,190029,73.51795556,0
887,536293,38.61776556,0
888,190045,207.38739,0
889,190063,5.947555556,0
890,190066,38.67902111,0
891,190095,32.11151111,0
892,190133,23.93999111,0
893,536323,138.2857778,0
894,536344,126.9714444,0
895,190168,389.8284945,0
896,190177,170.072,0
897,536380,557.2513589,0
898,41172,35.59457278,0
899,41192,12.35877778,0
900,41198,100.5691511,0
901,41251,26.67655556,0
902,536397,14.59655556,0
903,41330,0,0
904,41453,152.83094,0
905,41470,31.64922222,0
906,41500,26.60248,0
907,41542,0,0
908,536420,280.3024444,0
909,41580,257.1264511,0
910,41621,0,0
911,41727,0,0
912,41829,127.1257444,0
913,536472,60.14744444,0
914,42040,60.02477778,0
915,42107,27.56666667,0
916,42110,12.39055556,0
917,42138,83.87792889,0
918,42141,19.51,0
919,42180,7.963444444,0
920,536492,55.17048222,0
921,42189,53.83766667,0
922,42233,108.6593333,0
923,42370,12.58575556,0
924,42412,25.81120556,0
925,42455,200.6436978,0
926,536524,76.00244444,0
927,42567,42.88594444,0
928,536529,231.0324467,0
929,42634,0,0
930,42648,16.222,0
931,42668,153.8584667,0
932,42673,626.6699433,0
933,42677,318.4504444,0
934,536546,59.02777778,0
935,42792,272.9295556,0
936,42849,9.007023333,0
937,42887,86.37640889,0
938,42899,2191.103162,0
939,536569,31.62211111,0
940,43050,104.2757978,0
941,43083,28.20243889,0
942,536575,2274.576432,0
943,43220,89.02277778,0
944,43275,288.2640856,0
945,43333,107.6037089,0
946,43414,0,0
947,43490,225.208,0
948,536608,11.88777778,0
949,536619,76.66155556,0
950,43622,93.15744444,0
951,43629,0,0
952,43681,343.83425,0
953,43696,1.664333333,0
954,43771,313.6338556,0
955,43773,529.2748678,0
956,43811,7.883281111,0
957,43834,185.3921067,0
958,117534,89.21433333,0
959,117552,3.409653333,0
960,117653,11.19613667,0
961,117717,201.8694389,0
962,117772,50.82001667,0
963,117828,0,0
964,117833,0,0
965,536670,39.22677778,0
966,117862,34.26922222,0
967,117919,58.57269111,0
968,117920,56.93191444,0
969,536682,376.3795444,0
970,536689,241.533,0
971,118042,4.410666667,0
972,118175,8.900604444,0
973,118188,30.69545889,0
974,536709,37.29344444,0
975,118293,0,0
976,118320,0,0
977,118329,11.86081111,0
978,118429,384.1842222,0
979,118450,0,0
980,118499,34.08844444,0
981,118584,7.909,0
982,118600,8.477913333,0
983,118659,29.59888889,0
984,118663,11.91055556,0
985,118697,0,0
986,118723,2.978573333,0
987,536761,7.443,0
988,536764,38.09214,0
989,118904,38.68350778,0
990,118930,24.02855556,0
991,119050,36.22566667,0
992,119080,0,0
993,119187,0,0
994,119198,2.310777778,0
995,119212,0,0
996,119214,44.74488889,0
997,119262,101.6662722,0
998,536828,131.2495556,0
999,119435,697.4959411,0
1000,536843,21.06944444,0
1001,119684,34.35060444,0
1002,119802,352.6386556,0
1003,536870,138.904,0
1004,119858,240.6837222,0
1005,119884,15.35770889,0
1006,119984,71.22777778,0
1007,120006,0,0
1008,120041,1.666555556,0
1009,120071,261.1244467,0
1010,120077,0,0
1011,120207,0,0
1012,536913,95.92683333,0
1013,536920,496.2524333,0
1014,536921,244.3996444,0
1015,536925,7.457,0
1016,194055,199.4544444,0
1017,194113,44.68277778,0
1018,194156,33.66355556,0
1019,536937,129.6196922,0
1020,194315,6.643333333,0
1021,194351,10.73133333,0
1022,536942,144.5146922,0
1023,194385,4.95088,0
1024,194980,17.88844444,0
1025,195171,0,0
1026,536970,50.27949556,0
1027,195240,0,0
1028,195252,185.5036522,0
1029,195254,810.3757334,0
1030,195263,35.59457278,0
1031,195295,35.59457278,0
1032,195360,35.59457278,0
1033,195366,4087.317667,0
1034,195379,445.286,0
1035,195385,26.76572778,0
1036,537008,21.718,0
1037,195397,39.02744444,0
1038,537036,21.51055556,0
1039,195421,26.78566667,0
1040,195448,42.87211111,0
1041,49275,524.9928022,0
1042,49305,329.9544444,0
1043,49376,11.03755556,0
1044,537059,88.75391778,0
1045,537064,94.85035889,0
1046,49633,77.06766667,0
1047,49651,54.126,0
1048,49751,17.754,0
1049,537083,294.9006844,0
1050,49763,23.20144444,0
1051,49907,50.30944444,0
1052,49940,172.21814,0
1053,537105,16.06776444,0
1054,49973,5.832555556,0
1055,49978,225.50204,0
1056,50063,13.61504667,0
1057,50105,162.8049689,0
1058,50110,28.31833333,0
1059,50178,0,0
1060,537133,155.576,0
1061,50286,8.696333333,0
1062,50335,26.9751,0
1063,50362,31.62411556,0
1064,537150,90.32024778,0
1065,537154,86.45387556,0
1066,50526,3.932888889,0
1067,50618,0,0
1068,537182,376.5374889,0
1069,537183,58.10085889,0
1070,50669,313.1494711,0
1071,50770,4.559777778,0
1072,50782,12.15511111,0
1073,50808,27.36062444,0
1074,537205,251.1385178,0
1075,537206,65.94453889,0
1076,50881,71.97233333,0
1077,50906,83.969,0
1078,50988,31.72255556,0
1079,537221,188.3822589,0
1080,51012,15.31211111,0
1081,51111,53.82444444,0
1082,537232,89.05755556,0
1083,51138,92.73633333,0
1084,51187,105.8737078,0
1085,51240,53.71998889,0
1086,51261,228.6985778,0
1087,51309,61.58022222,0
1088,51326,52.07057222,0
1089,51338,7.234444444,0
1090,537252,158.40668,0
1091,51424,32.30388889,0
1092,51498,45.38666667,0
1093,537271,11.697,0
1094,537279,49.21569222,0
1095,51668,65.92255556,0
1096,537288,46.861,0
1097,51707,94.44044444,0
1098,51737,6.110666667,0
1099,51801,60.00188889,0
1100,51868,24.932,0
1101,51932,57.75322222,0
1102,537327,94.31088889,0
1103,537328,215.3385556,0
1104,125827,22.32435889,0
1105,125884,106.7509144,0
1106,537357,3.030888889,0
1107,126044,17.68622222,0
1108,126098,0,0
1109,126285,246.3957778,0
1110,126311,232.6004467,0
1111,126345,4.191333333,0
